Year_of_Birth,Education_Level,Marital_Status,Disposable_Income,No_of_Kids_in_home,No_of_Teen_in_home,Recency,Discounted_Purchases,WebPurchases,CatalogPurchases,StorePurchases,Amount_on_Wines,Amount_on_Fruits,Amount_on_MeatProducts,Amount_on_FishProducts,Amount_on_SweetProducts,Amount_on_GoldProds,WebVisitsMonth,Cmp3Accepted,Cmp4Accepted,Cmp5Accepted,Cmp1Accepted,Cmp2Accepted,Any_Complain,Enrol_year,Enrol_Month,Enrol_Age,Enrol_day,Enrol_wkday,Year_Birth_Clus,CatPurchase_Clus,WebPurchuse_Clus,WebVisit_Clus,Education_Ordinal
1959,Master,Single,36627.6,2,1,7,1,1,0,2,10,3,3,0,0,5,7,0,0,0,0,0,0,2013,1,54,7,Monday,1,0,0,0,3
1974,Basic,Together,11666.4,1,0,14,4,3,1,3,11,20,16,6,16,42,8,0,0,0,0,0,0,2012,2,38,10,Friday,1,0,0,0,1
1966,Graduation,Married,71704.8,0,1,103,3,5,2,6,120,30,44,4,146,139,5,0,0,0,0,0,0,2012,1,46,12,Thursday,1,0,0,0,5
1948,Graduation,Together,84385.2,0,0,13,1,6,5,13,308,26,751,82,26,191,4,0,0,0,0,0,0,2013,1,65,16,Wednesday,1,0,0,0,5
1966,Graduation,Married,53271.6,1,1,93,2,1,0,4,29,5,20,2,2,10,4,0,0,0,0,0,0,2013,8,47,22,Thursday,1,0,0,0,5
1973,Graduation,Married,26475.6,1,0,50,2,2,0,3,12,13,13,3,11,11,7,0,0,0,0,0,0,2013,8,40,8,Thursday,1,0,0,0,5
1952,Graduation,Married,85328.4,0,1,68,2,7,6,13,538,13,217,198,174,195,4,0,0,0,0,0,0,2013,2,61,17,Sunday,1,0,0,0,5
1975,Graduation,Married,31280.4,1,0,56,3,3,0,3,27,5,18,0,2,12,8,0,0,0,0,0,0,2013,4,38,11,Thursday,1,0,0,0,5
1984,Graduation,Married,47906.4,1,0,37,2,3,0,4,34,15,59,19,1,36,8,0,0,0,0,0,0,2013,2,29,14,Thursday,1,0,0,0,5
1966,PhD,Together,41076.0,1,1,79,1,1,0,2,20,3,4,0,0,2,7,0,0,0,0,0,0,2012,12,46,26,Wednesday,1,0,0,0,4
1973,Master,Married,42769.2,1,0,18,2,3,1,4,68,6,67,8,9,28,7,0,0,0,0,0,0,2013,7,40,14,Sunday,1,0,0,0,3
1986,PhD,Single,36357.6,0,0,55,1,1,1,3,11,6,12,6,1,0,3,0,0,0,0,0,0,2014,5,28,19,Monday,1,0,0,0,4
1973,Secondary,Together,55612.8,0,1,35,4,7,1,5,238,23,57,8,20,91,7,0,0,0,0,0,0,2012,12,39,14,Friday,1,0,0,0,2
1952,Secondary,Married,94196.4,0,0,51,1,5,7,12,212,29,447,75,0,223,2,0,0,0,1,0,0,2013,1,61,12,Saturday,1,0,0,0,2
1982,Secondary,Married,33279.6,1,0,23,2,2,0,3,5,10,5,26,2,17,7,0,0,0,0,0,0,2013,8,31,26,Monday,1,0,0,0,2
1960,Graduation,Divorced,73500.0,0,1,56,6,5,2,12,387,141,65,60,26,59,5,0,0,0,0,0,0,2012,12,52,16,Sunday,1,0,0,0,5
1975,Secondary,Together,59602.8,1,0,104,2,5,1,6,171,8,107,11,8,29,6,0,0,0,0,0,0,2014,5,39,24,Saturday,1,0,0,0,2
1966,PhD,Married,83962.8,0,0,71,1,4,2,6,887,32,514,38,29,44,3,0,0,1,1,0,0,2013,8,47,27,Tuesday,1,0,0,0,4
1974,PhD,others,58118.4,0,1,10,5,7,1,6,327,6,50,4,3,42,8,0,0,0,0,0,0,2012,10,38,18,Thursday,1,0,0,0,4
1988,Secondary,Single,28596.0,0,0,10,1,1,0,3,6,11,6,4,8,16,7,0,0,0,0,0,0,2014,7,26,2,Wednesday,1,0,0,0,2
1946,PhD,Married,79015.2,0,0,75,1,6,3,6,567,84,276,80,40,81,4,0,0,0,0,0,0,2013,5,67,17,Friday,1,0,0,0,4
1959,Graduation,Married,62251.2,0,0,95,1,2,2,8,104,30,102,28,48,6,1,0,0,0,0,0,0,2013,10,54,15,Tuesday,1,0,0,0,5
1949,Master,Widow,94112.4,0,0,43,3,3,7,10,977,22,595,180,26,138,3,0,0,0,1,0,0,2012,10,63,24,Wednesday,1,0,0,0,3
1972,Master,Married,47749.2,0,1,96,2,3,1,4,90,18,27,13,13,21,7,0,0,0,0,0,0,2013,3,41,28,Thursday,1,0,0,0,3
1968,Graduation,Divorced,68563.2,0,0,25,1,7,5,7,272,143,599,34,12,127,6,0,0,0,0,0,0,2013,5,45,18,Saturday,1,0,0,0,5
1956,Graduation,Widow,95760.0,0,0,72,1,5,11,5,1065,24,530,32,0,224,3,1,0,1,1,0,0,2012,9,56,23,Sunday,1,0,0,0,5
1961,Graduation,Together,85165.2,0,1,35,7,11,11,5,1006,20,572,93,125,17,7,0,0,0,0,0,0,2012,9,51,21,Friday,1,0,0,0,5
1985,Graduation,Married,87084.0,0,0,74,1,4,6,12,279,86,216,151,141,224,1,0,0,0,0,0,0,2014,4,29,25,Friday,1,0,0,0,5
1972,Secondary,Together,50439.6,1,1,102,1,1,0,2,16,4,4,2,0,7,7,0,0,0,0,0,0,2012,9,40,19,Wednesday,1,0,0,0,2
1963,PhD,Single,40102.8,0,1,83,2,2,0,4,61,3,12,0,0,18,7,0,0,0,0,0,0,2013,8,50,17,Saturday,1,0,0,0,4
1978,Graduation,Divorced,99098.4,0,0,61,1,4,9,7,515,123,550,156,40,241,1,1,0,0,1,0,0,2014,7,36,6,Sunday,1,0,0,0,5
1970,Graduation,Married,78896.4,0,1,103,4,8,1,6,351,20,48,23,13,13,6,0,1,0,0,0,0,2014,7,44,3,Thursday,1,0,0,0,5
1961,Graduation,Together,36608.4,0,0,36,1,5,1,4,70,39,74,38,20,110,7,0,0,0,0,0,0,2013,11,52,3,Sunday,1,0,0,0,5
1961,Master,Married,65036.4,0,1,23,2,1,3,6,167,9,37,6,13,13,1,0,0,0,0,0,0,2014,3,53,4,Tuesday,1,0,0,0,3
1964,Master,Divorced,58465.2,1,1,57,6,4,2,5,86,21,113,47,13,21,6,0,0,0,0,0,0,2013,5,49,13,Monday,1,0,0,0,3
1958,Secondary,Married,63879.6,0,1,25,1,1,0,3,33,3,9,3,0,0,4,0,0,0,0,0,0,2014,3,56,18,Tuesday,1,0,0,0,2
1956,PhD,Married,27064.8,1,1,45,4,2,0,4,32,3,10,0,0,4,5,0,0,0,0,0,0,2012,3,56,11,Sunday,1,0,0,0,4
1974,Master,Divorced,62440.8,1,1,74,5,4,2,5,151,3,93,7,13,73,7,0,0,0,0,0,0,2013,5,39,17,Friday,1,0,0,0,3
1956,Secondary,Married,75566.4,0,1,46,2,7,4,3,318,18,47,20,0,192,6,0,0,0,0,0,0,2012,3,56,8,Thursday,1,0,0,0,2
1975,PhD,Together,36421.2,1,0,26,1,3,0,2,19,3,24,3,3,2,9,0,0,0,0,0,0,2013,6,38,6,Thursday,1,0,0,0,4
1972,Master,Married,45835.2,1,1,27,3,2,0,4,35,3,11,0,0,3,5,0,0,0,0,0,0,2014,4,42,18,Friday,1,0,0,0,3
1975,Graduation,Together,40308.0,2,1,72,1,1,0,2,9,3,2,0,0,2,7,0,0,0,0,0,0,2013,3,38,11,Monday,1,0,0,0,5
1950,Master,Married,75414.0,1,1,10,11,3,4,10,1104,3,45,0,0,34,8,0,1,0,0,0,0,2012,1,62,10,Tuesday,1,0,0,0,3
1972,Master,Single,43476.0,1,0,24,1,2,0,4,19,5,30,8,2,3,5,0,0,0,0,0,0,2013,10,41,17,Thursday,1,0,0,0,3
1992,Secondary,Together,24231.6,0,0,25,1,1,1,4,13,11,22,24,11,9,4,0,0,0,0,0,0,2012,11,20,28,Wednesday,1,0,0,0,2
1959,Secondary,Together,31788.0,0,0,99,2,3,1,5,50,50,52,21,20,25,6,0,0,0,0,0,0,2012,9,53,22,Saturday,1,0,0,0,2
1976,PhD,Married,54603.6,1,0,61,1,3,1,4,102,7,44,6,1,18,5,0,0,0,0,0,0,2013,9,37,25,Wednesday,1,0,0,0,4
1957,Graduation,Together,76908.0,0,1,15,1,6,9,4,321,61,161,76,51,135,5,0,0,0,0,0,0,2013,7,56,8,Monday,1,0,0,0,5
1970,Basic,Together,26868.0,0,0,56,1,1,0,2,5,4,4,15,1,5,7,0,0,0,0,0,0,2013,10,43,21,Monday,1,0,0,0,1
1973,Graduation,Single,29714.4,1,0,23,3,3,1,2,11,13,12,3,15,40,8,1,0,0,0,0,0,2014,10,41,2,Thursday,1,0,0,0,5
1974,PhD,Single,58118.4,0,1,10,5,7,1,6,327,6,50,4,3,42,8,0,0,0,0,0,0,2012,10,38,18,Thursday,1,0,0,0,4
1951,Graduation,Together,73086.0,0,1,34,2,3,3,7,213,20,76,36,17,38,2,0,0,0,0,0,0,2013,5,62,12,Sunday,1,0,0,0,5
1973,PhD,Married,53190.0,0,1,76,4,8,2,7,521,3,21,0,0,5,8,0,1,0,0,0,0,2013,7,40,3,Wednesday,1,0,0,0,4
1979,Secondary,Single,44370.0,1,0,57,1,1,0,3,15,9,11,0,4,2,7,0,0,0,0,0,0,2013,12,34,28,Saturday,1,0,0,0,2
1984,Graduation,Together,43290.0,1,0,61,1,2,0,4,51,3,30,12,1,30,6,0,0,0,0,0,0,2013,9,29,12,Thursday,1,0,0,0,5
1971,Master,Married,52990.8,1,0,92,4,4,1,6,172,5,62,24,13,7,5,0,0,0,0,0,0,2014,6,43,17,Tuesday,1,0,0,0,3
1949,PhD,Together,56017.2,0,2,59,2,4,6,4,274,18,69,15,19,38,5,0,0,0,0,0,0,2013,8,64,10,Saturday,1,0,0,0,4
1965,Graduation,Married,51027.6,0,0,103,1,1,1,4,19,39,11,3,26,35,2,0,0,0,0,0,0,2014,4,49,23,Wednesday,1,0,0,0,5
1979,Master,Together,102885.6,0,0,48,1,3,6,11,918,29,376,17,26,13,1,0,1,1,0,0,0,2014,1,35,23,Thursday,1,0,0,0,3
1952,Master,Together,71262.0,1,1,92,2,3,1,4,140,3,10,0,4,36,5,0,0,0,0,0,0,2013,4,61,28,Sunday,1,0,0,0,3
1961,Graduation,Together,76057.2,0,1,85,4,4,5,13,576,53,142,33,50,159,2,0,0,0,0,0,0,2012,5,51,10,Thursday,1,0,0,0,5
1972,Graduation,Divorced,30981.6,1,0,58,1,0,1,2,10,5,8,2,2,9,7,0,0,0,0,0,0,2012,10,40,18,Thursday,1,0,0,0,5
1951,PhD,Widow,67861.2,1,1,55,3,2,1,4,72,7,32,17,2,16,4,0,0,0,0,0,0,2014,7,63,5,Saturday,1,0,0,0,4
1970,Graduation,Married,16854.0,1,0,31,1,1,0,3,16,3,5,2,1,1,7,0,0,0,0,0,0,2014,1,44,26,Sunday,1,0,0,0,5
1958,Master,Together,81777.59999999999,0,0,93,1,4,4,6,394,69,408,37,57,85,2,0,0,0,0,0,0,2013,8,55,31,Saturday,1,0,0,0,3
1959,Secondary,Single,90410.4,0,1,45,1,5,2,10,209,100,97,21,118,26,4,0,0,0,0,0,0,2013,6,54,5,Wednesday,1,0,0,0,2
1976,Graduation,Married,28748.4,1,0,54,1,2,0,3,7,4,18,20,11,16,6,0,0,0,0,0,0,2012,10,36,28,Sunday,1,0,0,0,5
1989,Secondary,Married,27997.2,1,0,99,2,3,0,3,10,39,7,0,10,45,8,0,0,0,0,0,0,2012,4,23,9,Monday,1,0,0,0,2
1979,Graduation,Married,68535.59999999999,1,1,52,6,4,1,5,187,7,33,0,2,42,7,0,0,0,0,0,0,2013,6,34,2,Sunday,1,0,0,0,5
1959,Graduation,Married,80720.4,0,1,7,1,3,2,5,139,14,59,15,2,30,2,0,0,0,0,0,0,2014,5,55,13,Tuesday,1,0,0,0,5
1953,Master,Single,10584.0,1,1,59,4,3,0,3,17,3,13,4,2,4,8,0,0,0,0,0,0,2013,3,60,22,Friday,1,0,0,0,3
1967,PhD,Single,56080.8,1,2,93,4,3,2,3,105,4,39,6,1,76,6,1,0,0,0,0,0,2013,10,46,21,Monday,1,0,0,0,4
1953,Graduation,Together,40888.8,1,1,76,5,3,3,3,140,4,41,10,1,67,6,1,0,0,0,0,0,2013,7,60,13,Saturday,1,0,0,0,5
1971,PhD,Single,38763.6,0,1,70,2,1,0,4,40,3,2,0,0,2,5,0,0,0,0,0,0,2014,8,43,3,Sunday,1,0,0,0,4
1957,Graduation,Together,65340.0,1,1,7,12,9,2,8,459,3,171,8,19,32,8,0,0,0,0,0,0,2012,9,55,14,Friday,1,0,0,0,5
1976,Basic,Married,36961.2,0,1,30,2,1,0,3,13,7,5,15,2,11,7,0,0,0,0,0,0,2012,10,36,26,Friday,1,0,0,0,1
1975,PhD,Married,74300.4,1,1,90,1,2,0,4,51,7,36,2,2,1,5,0,0,0,0,0,0,2013,11,38,20,Wednesday,1,0,0,0,4
1955,Graduation,Married,96080.4,0,0,89,1,4,6,6,524,20,813,27,173,51,2,0,0,1,0,0,0,2013,9,58,19,Thursday,1,0,0,0,5
1972,Graduation,Together,19951.2,2,0,83,3,3,0,3,13,6,22,21,1,13,9,0,0,0,0,0,0,2014,1,42,15,Wednesday,1,0,0,0,5
1978,Graduation,Married,89982.0,0,0,15,1,3,6,7,592,54,898,247,0,86,2,0,0,0,0,0,0,2012,11,34,9,Friday,1,0,0,0,5
1957,Secondary,Divorced,37674.0,1,1,87,4,2,1,3,28,4,25,0,8,7,6,0,0,0,0,0,0,2013,3,56,23,Saturday,1,0,0,0,2
1986,Master,Married,23412.0,2,0,70,2,1,0,3,14,3,7,3,4,7,7,0,0,0,0,0,0,2013,4,27,9,Tuesday,1,0,0,0,3
1979,Graduation,Divorced,76431.59999999999,0,1,70,3,11,6,9,592,46,337,42,87,54,6,0,0,0,0,0,0,2013,10,34,14,Monday,1,0,0,0,5
1957,Graduation,Married,85669.2,0,1,57,5,6,5,12,341,126,274,46,123,141,3,0,0,0,0,0,0,2013,3,56,29,Friday,1,0,0,0,5
1984,Graduation,Married,47906.4,1,0,37,2,3,0,4,34,15,59,19,1,36,8,0,0,0,0,0,0,2013,2,29,14,Thursday,1,0,0,0,5
1967,Graduation,Together,98912.4,0,0,42,1,3,5,12,487,150,509,104,107,107,1,0,0,1,0,0,0,2014,12,47,3,Wednesday,1,0,0,0,5
1953,Graduation,Divorced,74802.0,0,1,94,2,3,3,13,248,134,217,85,6,26,2,0,0,0,0,0,0,2013,5,60,23,Thursday,1,0,0,0,5
1966,Graduation,Together,62540.4,0,1,62,2,5,2,4,117,13,107,30,0,20,7,0,0,0,0,0,0,2012,8,46,16,Thursday,1,0,0,0,5
1972,Graduation,Married,63496.8,0,1,39,2,7,3,3,259,13,44,30,10,227,7,1,0,0,0,0,0,2013,7,41,1,Monday,1,0,0,0,5
1975,Graduation,Together,99774.0,0,0,21,1,5,9,11,782,38,731,39,137,114,2,0,0,1,0,0,0,2012,9,37,22,Saturday,1,0,0,0,5
1969,Graduation,Together,41899.2,2,0,96,4,5,1,3,56,26,82,33,0,42,9,0,0,0,0,0,0,2013,5,44,15,Wednesday,1,0,0,0,5
1973,Graduation,Married,93577.2,1,0,85,3,7,4,7,143,123,204,16,126,60,5,0,0,0,0,0,0,2013,5,40,26,Sunday,1,0,0,0,5
1975,PhD,Married,55648.8,0,1,8,3,7,1,7,413,3,21,0,0,17,8,0,1,0,1,0,0,2014,3,39,17,Monday,1,0,0,0,4
1988,Graduation,Married,90952.8,0,0,40,1,7,5,12,759,163,625,63,32,48,3,0,0,0,1,0,0,2013,12,25,24,Tuesday,1,0,0,0,5
1949,PhD,Together,91368.0,0,0,64,1,5,9,6,591,69,653,17,0,26,2,0,0,0,0,0,0,2014,5,65,13,Tuesday,1,0,0,0,4
1955,Graduation,Single,55612.8,1,1,45,2,1,1,2,16,4,6,2,1,6,5,0,0,0,0,0,0,2014,8,59,3,Sunday,1,0,0,0,5
1962,Graduation,Single,55125.6,0,0,53,2,8,4,6,278,14,178,62,83,29,6,0,0,0,0,0,0,2013,3,51,11,Monday,1,0,0,0,5
1955,Graduation,Divorced,60002.4,0,1,28,2,8,2,7,448,8,71,21,16,82,7,0,0,0,0,0,0,2013,6,58,17,Monday,1,0,0,0,5
1972,Graduation,Single,27364.8,1,0,82,1,2,0,2,19,4,7,2,1,1,9,0,0,0,0,0,0,2013,7,41,31,Wednesday,1,0,0,0,5
1971,Graduation,Single,24704.4,1,0,46,1,1,1,2,7,6,6,4,1,9,7,0,0,0,0,0,0,2014,11,43,5,Wednesday,1,0,0,0,5
1984,PhD,Single,104625.6,0,0,80,1,10,2,6,915,114,724,49,74,55,3,0,0,0,0,0,0,2013,3,29,6,Wednesday,1,0,0,0,4
1962,Graduation,Together,77112.0,0,0,8,1,4,5,4,544,172,816,20,0,30,3,0,0,0,0,0,0,2013,11,51,1,Friday,1,0,0,0,5
1969,PhD,Married,44133.6,1,1,70,3,3,0,3,34,7,34,2,4,4,9,0,0,0,0,0,0,2012,5,43,8,Tuesday,1,0,0,0,4
1991,Master,Single,109406.4,0,0,101,0,4,3,7,167,31,818,0,28,56,3,1,0,1,1,1,0,2013,3,22,27,Wednesday,1,0,0,0,3
1970,PhD,Together,51277.2,1,0,71,3,4,1,5,164,5,51,6,2,24,5,0,0,0,0,0,0,2013,10,43,21,Monday,1,0,0,0,4
1974,PhD,Married,39172.8,1,0,45,4,7,1,6,244,6,141,0,7,23,8,1,0,0,0,0,0,2013,1,39,16,Wednesday,1,0,0,0,4
1981,Basic,Married,31158.0,0,0,36,1,2,0,3,7,5,11,41,7,11,8,0,0,0,0,0,0,2012,7,31,9,Monday,1,0,0,0,1
1956,Graduation,Together,46735.2,0,1,91,2,3,1,6,121,9,82,6,6,41,5,0,0,0,0,0,0,2013,10,57,24,Thursday,1,0,0,0,5
1976,Graduation,Married,89028.0,0,1,56,2,4,2,11,156,84,86,168,91,64,2,0,0,0,0,0,0,2014,12,38,5,Friday,1,0,0,0,5
1986,Graduation,Single,79803.59999999999,1,0,37,2,4,3,6,96,67,128,65,3,50,3,0,0,0,0,0,0,2012,8,26,14,Tuesday,1,0,0,0,5
1978,Master,Married,94452.0,0,1,49,3,7,6,12,726,3,152,119,50,50,4,0,0,0,0,0,0,2014,5,36,23,Friday,1,0,0,0,3
1968,Graduation,Divorced,85012.8,1,1,23,5,6,1,5,134,29,67,3,67,2,7,0,0,0,0,0,0,2013,10,45,30,Wednesday,1,0,0,0,5
1962,PhD,Married,68486.4,0,1,86,2,7,5,13,949,3,60,0,0,30,5,1,0,0,0,0,0,2014,1,52,24,Friday,1,0,0,0,4
1972,Master,Married,42213.6,1,0,17,1,1,1,2,28,4,13,2,2,18,7,1,0,0,0,0,0,2013,10,41,1,Tuesday,1,0,0,0,3
1958,PhD,Married,45159.6,1,1,56,2,1,0,3,18,7,20,0,0,1,9,0,0,0,0,0,0,2012,9,54,20,Thursday,1,0,0,0,4
1962,Basic,Married,33898.8,0,0,87,1,2,0,3,6,12,7,2,14,10,6,0,0,0,0,0,0,2014,6,52,15,Sunday,1,0,0,0,1
1989,Secondary,Married,18859.2,1,0,15,3,3,0,4,21,8,30,8,7,26,8,0,0,0,0,0,1,2012,12,23,11,Tuesday,1,0,0,0,2
1977,Graduation,Together,60240.0,1,1,77,6,7,1,5,271,9,51,8,6,64,8,0,0,0,0,0,0,2013,3,36,4,Monday,1,0,0,0,5
1962,Graduation,Married,72652.8,1,1,99,4,5,1,5,206,5,43,3,5,35,6,0,0,0,0,0,0,2012,8,50,25,Saturday,1,0,0,0,5
1951,Graduation,Married,68454.0,0,1,47,3,4,2,9,301,16,104,11,13,17,3,0,0,0,0,0,0,2012,8,61,9,Thursday,1,0,0,0,5
1978,Graduation,Divorced,39542.4,1,0,43,1,2,0,3,43,3,12,3,1,1,7,0,0,0,0,0,0,2013,1,35,12,Saturday,1,0,0,0,5
1985,Graduation,Married,46416.0,1,0,104,1,2,0,3,16,3,36,15,5,12,7,0,0,0,0,0,0,2013,3,28,28,Thursday,1,0,0,0,5
1961,Graduation,Together,23688.0,0,1,72,2,1,1,3,12,14,3,10,4,20,5,0,0,0,0,0,0,2013,3,52,24,Sunday,1,0,0,0,5
1967,Graduation,Single,52322.4,1,1,52,3,3,1,2,24,8,12,10,3,19,6,0,0,0,0,0,0,2014,10,47,1,Wednesday,1,0,0,0,5
1983,Graduation,Married,82930.8,0,0,17,1,6,6,7,828,28,459,124,29,95,4,0,0,1,0,0,0,2012,9,29,11,Tuesday,1,0,0,0,5
1973,Master,Married,91480.8,0,1,28,1,8,3,11,524,53,167,130,0,41,3,0,1,0,0,0,0,2014,6,41,2,Monday,1,0,0,0,3
1970,Graduation,Single,69277.2,0,1,7,4,8,8,6,271,24,300,65,8,44,6,0,0,0,0,0,0,2012,11,42,23,Friday,1,0,0,0,5
1980,Basic,Together,29512.8,1,0,101,1,1,0,3,6,6,6,10,0,9,5,0,0,0,0,0,0,2013,10,33,12,Saturday,1,0,0,0,1
1967,PhD,Together,34516.8,1,1,23,1,1,0,2,13,3,3,0,0,1,8,1,0,0,0,0,0,2014,5,47,6,Tuesday,1,0,0,0,4
1963,Master,Single,54219.6,0,0,40,1,4,1,7,224,6,60,12,9,12,7,0,1,0,0,0,0,2013,1,50,20,Sunday,1,0,0,0,3
1985,Graduation,Single,43329.6,1,0,75,3,7,1,4,146,11,129,3,11,47,9,1,0,0,0,0,0,2013,10,28,15,Tuesday,1,0,0,0,5
1962,PhD,Together,39099.6,1,1,17,1,1,0,2,10,3,3,0,0,1,7,0,0,0,0,0,0,2014,6,52,15,Sunday,1,0,0,0,4
1992,Graduation,Single,108327.6,0,0,39,1,5,6,7,709,132,853,120,74,111,2,0,1,1,1,0,0,2013,12,21,14,Saturday,1,0,0,0,5
1959,Basic,Single,18067.2,1,1,83,5,2,2,3,11,15,3,21,6,40,5,0,0,0,0,0,0,2013,3,54,5,Tuesday,1,0,0,0,1
1988,Graduation,Together,81126.0,0,0,91,1,2,8,6,341,31,282,184,54,54,1,0,0,0,0,0,0,2013,3,25,31,Sunday,1,0,0,0,5
1978,Secondary,Together,30378.0,1,0,53,3,3,0,3,6,12,8,11,3,22,8,0,0,0,0,0,0,2013,7,35,11,Thursday,1,0,0,0,2
1977,PhD,Married,59452.8,1,0,7,2,5,1,8,313,3,73,0,0,23,7,0,0,0,0,0,0,2013,12,36,2,Monday,1,0,0,0,4
1972,Master,Single,47715.6,1,0,16,2,5,1,2,85,4,60,4,6,16,9,0,0,0,0,0,0,2013,4,41,8,Monday,1,0,0,0,3
1944,Master,Single,93117.6,0,0,60,1,7,5,13,1198,36,281,129,66,33,3,0,0,1,0,0,0,2013,1,69,10,Thursday,1,0,0,0,3
1984,Graduation,Married,36115.2,1,0,37,1,2,0,3,10,6,11,12,5,9,6,0,0,0,0,0,0,2014,5,30,22,Thursday,1,0,0,0,5
1974,Graduation,Married,41953.2,1,0,84,3,3,1,3,50,5,26,4,1,1,7,0,0,0,0,0,0,2014,6,40,19,Thursday,1,0,0,0,5
1971,Secondary,Married,74959.2,0,1,20,5,6,3,12,134,132,259,168,121,83,4,0,0,0,0,0,0,2014,1,43,15,Wednesday,1,0,0,0,2
1990,Secondary,Together,46419.6,1,0,87,6,4,1,6,51,38,69,84,41,66,7,0,0,0,0,0,0,2012,4,22,10,Tuesday,1,0,0,0,2
1977,Secondary,Together,90580.8,0,1,57,2,7,3,6,383,100,259,197,194,34,4,0,0,0,0,0,0,2012,2,35,8,Wednesday,1,0,0,0,2
1970,PhD,Married,36475.2,1,0,29,2,1,1,2,20,3,6,0,1,12,7,1,0,0,0,0,0,2014,4,44,30,Wednesday,1,0,0,0,4
1972,PhD,Married,44551.2,1,0,16,1,1,2,2,50,6,9,4,4,7,6,1,0,0,0,0,0,2014,3,42,30,Sunday,1,0,0,0,4
1989,Graduation,Together,35524.8,1,0,95,1,1,0,3,12,9,13,7,6,14,9,1,0,0,0,0,0,2013,8,24,12,Monday,1,0,0,0,5
1994,Graduation,Single,89151.59999999998,0,0,73,1,5,4,6,380,155,335,93,91,81,2,0,0,0,0,0,0,2014,4,20,5,Saturday,1,0,0,0,5
1984,PhD,Together,84147.59999999999,0,0,34,1,5,7,4,1313,3,396,23,0,0,3,0,1,0,0,1,0,2013,9,29,28,Saturday,1,0,0,0,4
1985,Graduation,Together,18414.0,1,0,58,2,1,1,2,10,5,16,3,2,19,8,0,0,0,0,0,0,2012,8,27,31,Friday,1,0,0,0,5
1984,Secondary,Married,38575.2,1,0,23,2,2,0,4,31,6,23,4,7,3,6,0,0,0,0,0,0,2014,12,30,5,Friday,1,0,0,0,2
1959,PhD,Divorced,38607.6,0,1,7,1,1,0,3,23,3,2,0,0,2,4,0,0,0,0,0,0,2013,1,54,8,Tuesday,1,0,0,0,4
1977,Master,Single,84454.8,0,1,91,3,6,3,13,558,28,142,65,67,8,4,0,0,0,0,0,0,2013,3,36,3,Sunday,1,0,0,0,3
1968,Graduation,Divorced,84776.4,0,1,72,2,4,7,13,566,88,171,25,123,114,2,0,0,0,0,0,0,2012,9,44,21,Friday,1,0,0,0,5
1947,PhD,Single,99360.0,0,0,30,1,7,6,12,1011,25,115,59,68,45,3,0,0,1,1,0,0,2012,11,65,24,Saturday,1,0,0,0,4
1950,Graduation,Divorced,58992.0,0,1,36,2,3,1,6,127,24,43,25,10,15,6,0,0,0,0,0,0,2013,10,63,20,Sunday,1,0,0,0,5
1972,PhD,Together,35678.4,1,0,30,1,2,0,2,30,3,8,0,1,4,9,0,0,0,0,0,0,2014,3,42,25,Tuesday,1,0,0,0,4
1959,Graduation,Married,57830.4,0,0,83,3,2,8,12,1044,46,204,153,58,29,8,0,1,0,1,1,0,2013,6,54,4,Tuesday,1,0,0,0,5
1975,Graduation,Married,53986.8,0,1,33,5,5,1,5,103,3,106,49,10,106,6,0,0,0,0,0,0,2012,12,37,9,Sunday,1,0,0,0,5
1991,Basic,Married,29134.8,0,0,13,1,4,1,3,21,39,21,20,62,108,8,0,0,0,0,0,0,2012,12,21,29,Saturday,1,0,0,0,1
1972,Graduation,Single,86709.59999999999,0,1,35,2,6,9,5,527,3,522,227,120,134,2,0,0,0,0,0,0,2013,12,41,9,Monday,1,0,0,0,5
1972,Graduation,Married,85063.2,1,0,72,1,5,4,4,412,73,239,103,88,53,2,0,0,0,0,0,0,2013,10,41,14,Monday,1,0,0,0,5
1953,Graduation,Divorced,82970.4,0,1,57,3,8,1,7,453,7,34,6,4,39,5,0,1,0,0,0,0,2014,6,61,29,Sunday,1,0,0,0,5
1981,Graduation,Single,36993.6,1,0,23,2,1,1,4,21,14,15,2,0,12,3,0,0,0,0,0,0,2013,4,32,10,Wednesday,1,0,0,0,5
1956,Graduation,Single,75042.0,0,1,20,1,3,2,8,168,51,90,0,45,52,3,0,0,0,0,0,0,2013,3,57,10,Sunday,1,0,0,0,5
1962,PhD,Together,79711.2,0,1,21,2,3,5,10,1048,27,97,32,24,157,6,0,0,0,0,0,0,2013,2,51,10,Sunday,1,0,0,0,4
1982,Graduation,Single,109278.0,0,0,40,1,7,9,9,827,117,108,179,137,114,3,0,0,1,1,0,0,2013,2,31,22,Friday,1,0,0,0,5
1958,PhD,Divorced,49724.4,1,1,12,1,1,0,3,34,3,2,0,0,1,7,0,0,0,0,0,0,2012,9,54,22,Saturday,1,0,0,0,4
1980,Master,Together,74998.8,1,0,7,2,3,1,6,145,7,61,0,13,4,4,0,0,0,0,0,0,2013,9,33,12,Thursday,1,0,0,0,3
1977,Graduation,Single,45236.4,1,0,89,1,2,1,3,39,9,21,11,4,8,6,0,0,0,0,0,0,2014,7,37,2,Wednesday,1,0,0,0,5
1966,Graduation,Married,71512.8,0,1,81,1,8,1,7,462,7,29,0,0,9,7,0,1,0,0,0,0,2012,10,46,20,Saturday,1,0,0,0,5
